mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0.7339497208595276,0.24169977058882644,0.038165390491485596,0.0024765338726775938,,sqrt,1,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-1.454111470861374,-0.8368057931873949,-0.9521764377611197,-0.9596359640208707,-1.0506824164576898,0.23795540352072989,7,-0.28435764307335154,-0.269067081197287,-0.2725970866764603,-0.2646064775358001,-0.2726570721207247,0.007324736631309027
0.5901140570640564,0.17618326336346482,0.03367358446121216,0.0012492559595314635,,sqrt,3,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__n_estimators': 300}",-1.4636127356991944,-0.8410591286705316,-0.9619757843376174,-0.9658158942634911,-1.0581158857427087,0.23942824532653184,10,-0.48375889196389105,-0.4668980254840664,-0.46211977239171526,-0.45143406979581324,-0.4660526899088715,0.011655428752887368
1.9210054278373718,0.8968674608241077,0.04631906747817993,0.00913976654225212,,0.8,1,300,"{'model__max_depth': None, 'model__max_features': 0.8, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-1.4647794227454447,-0.8319359117264006,-0.8783831095518468,-0.9417933960649018,-1.0292229600221483,0.25447406586376153,3,-0.28343314332632336,-0.2735989182280433,-0.2717265244150703,-0.2666162003779587,-0.27384369658684893,0.006097879235206142
1.725643277168274,0.8636794406709614,0.03665196895599365,0.006749008626822219,,0.8,3,300,"{'model__max_depth': None, 'model__max_features': 0.8, 'model__min_samples_leaf': 3, 'model__n_estimators': 300}",-1.4947127635710373,-0.7948437785816177,-0.9192245969088216,-0.9395206655544989,-1.037075451153994,0.26996011416188215,6,-0.40079993714435014,-0.391228134696111,-0.38796842480992955,-0.3799749293965586,-0.3899928565117373,0.0074628428127775535
0.983139157295227,0.34181652554020964,0.04433780908584595,0.006414054375013261,12,sqrt,1,300,"{'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-1.4512643911675196,-0.849739823126935,-0.9745502619663554,-0.957131892561856,-1.0581715922056665,0.2319306462781799,11,-0.3178582126095562,-0.3527715710870063,-0.3778920620376158,-0.3873538532716893,-0.3589689247514669,0.026889994129350506
0.5994886755943298,0.10236608788258585,0.0353054404258728,0.005478679415972543,12,sqrt,3,300,"{'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__n_estimators': 300}",-1.4679288592020046,-0.848951136567368,-0.9543881480844758,-0.9621415744091897,-1.0583524295657594,0.24065891511475856,12,-0.48660003100508503,-0.4851477653508182,-0.49061928441886987,-0.48600040016569346,-0.48709187023511663,0.002100916904921587
1.517065405845642,0.6210410220281345,0.029233098030090332,0.0014895378945953327,12,0.8,1,300,"{'model__max_depth': 12, 'model__max_features': 0.8, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-1.4642728649966763,-0.8234664852173861,-0.8917455551177127,-0.9355228226667721,-1.0287519319996368,0.2545992006431438,2,-0.3017463469460032,-0.3254509416011088,-0.3354479846918869,-0.34101751106489636,-0.3259156960759738,0.015027497931334325
1.3143773078918457,0.5019857530759682,0.028878867626190186,0.008636991012920923,12,0.8,3,300,"{'model__max_depth': 12, 'model__max_features': 0.8, 'model__min_samples_leaf': 3, 'model__n_estimators': 300}",-1.4954617943904303,-0.7907075120824502,-0.9134970959127748,-0.9438997598880109,-1.0358915405684166,0.2714603625844628,4,-0.40270691417335175,-0.4090375585098817,-0.40986815624444894,-0.4082817420544371,-0.40747359274552986,0.002808658629059855
0.584908664226532,0.18780926478026158,0.027368545532226562,0.0037824533426908764,20,sqrt,1,300,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-1.4547125697143064,-0.8430704314157202,-0.9574252852285011,-0.9589442136363313,-1.0535381249987148,0.23633835446798399,8,-0.28469602754493867,-0.2709608791664933,-0.2753393095718842,-0.2696421334179507,-0.2751595874253167,0.00589591892691914
0.5270822644233704,0.18247236521022975,0.023419976234436035,0.0030093390185220175,20,sqrt,3,300,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__n_estimators': 300}",-1.4636127356991944,-0.8414297331538687,-0.9594686474543093,-0.967326898393876,-1.057959503675312,0.23945479953048415,9,-0.48375889196389105,-0.46685042273077865,-0.4625993108092015,-0.4521889193072963,-0.46634938620279187,0.011378969819409836
1.5261439085006714,0.6941785645394721,0.025926589965820312,0.003540512564204793,20,0.8,1,300,"{'model__max_depth': 20, 'model__max_features': 0.8, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-1.4641272489643775,-0.8253758156922333,-0.8795567427680165,-0.9406711485779747,-1.0274327390006504,0.2554035919499711,1,-0.2839045576899983,-0.2731394448579385,-0.27275488996283087,-0.2676147345277236,-0.27435340675962283,0.005930074767491312
1.2447469234466553,0.5238162687997606,0.02371394634246826,0.0018330378777528435,20,0.8,3,300,"{'model__max_depth': 20, 'model__max_features': 0.8, 'model__min_samples_leaf': 3, 'model__n_estimators': 300}",-1.4947127635710373,-0.7955531549127277,-0.9192303247576376,-0.9375910480563223,-1.0367718228244311,0.26997647157315935,5,-0.40079993714435014,-0.3912070970480863,-0.3881063477201451,-0.3801042995525566,-0.3900544203662845,0.007409363764907176
